,Attr1,Attr2,Attr3,Attr6,Attr9,Attr12,Attr13,Attr17,Attr19,Attr21,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr30,Attr34,Attr35,Attr36,Attr38,Attr39,Attr40,Attr41,Attr45,Attr46,Attr48,Attr49,Attr50,Attr52,Attr53,Attr54,Attr56,Attr57,Attr59,class
883,0.083963,0.67065,0.18026,0.17334,1.0554,0.31784,0.079242,1.4911,0.06239,1.1617,0.049919,0.21884,0.31381,0.16746,0.67992,0.36819,0.28307,0.16157,0.10836,1.7152,0.65431,0.064422,0.59231,0.16129,0.6473,1.1531,0.080011,0.04757,0.76107,0.20717,0.64097,1.3364,0.052507,0.26756,1.085,0
884,0.31325,0.39354,0.32827,0.6245,1.2115,1.0003,0.18603,2.541,0.16929,1.2497,0.13637,0.78033,0.59044,0.89373,2.1039,1.16,0.15721,1.0137,0.39894,2.2975,0.59524,0.17367,0.089391,0.02958,0.79735,0.83384,0.36047,0.15692,1.822,0.20502,2.0865,2.1034,0.17455,0.53054,0.008119,0
885,0.12043,0.53177,0.15801,0.26838,1.0895,0.4184,0.11446,1.8805,0.075594,1.5257,0.058712,0.33938,0.40276,0.3764,0.89294,0.33519,0.24032,0.31612,0.1681,2.0911,0.56394,0.081955,0.10898,0.070543,0.83386,1.0367,0.088375,0.043085,0.99404,0.19685,0.8544,1.1963,0.082188,0.299,0.40018,0
887,0.086635,0.40847,0.21117,0.17256,1.0498,0.32082,0.053551,2.4481,0.043243,1.4186,0.031032,0.23611,0.53579,0.28254,0.48704,0.51191,0.13129,0.31709,0.12952,2.81,0.56794,0.046394,0.11369,0.084834,0.46335,1.0643,0.10075,0.036086,1.4382,0.1415,1.2988,1.3768,0.047427,0.1617,0.060021,0
892,0.11789,0.24913,0.18101,0.33211,1.081,0.58919,0.11165,4.014,0.08132,0.94436,0.08132,0.33211,0.74951,0.64968,0.89205,0.29246,0.1459,0.4802,0.11963,1.4643,0.79855,0.082522,0.20986,0.050066,0.72938,1.0968,0.075667,0.052196,1.5297,0.1492,1.211,1.2903,0.07492,0.15729,0.06543,0
893,0.10385,0.78155,0.002987,0.37877,1.0442,0.14004,0.045395,1.2795,0.033869,0.69746,0.033869,0.37877,0.21845,0.17809,0.416,0.01169,0.23678,0.1563,0.12215,3.0721,0.25847,0.039839,0.10911,0.16315,0.40154,0.65526,0.086811,0.028312,0.95261,0.25253,0.85504,1.0117,0.042334,0.47539,0.18321,0
896,0.015536,0.8294,-0.058596,0.009938,1.0214,0.020648,0.071918,1.2057,0.025988,1.0424,0.025988,0.009938,0.16138,0.051839,0.41265,-0.19138,1.3348,0.029122,0.024153,0.63512,0.23836,0.040402,0.22482,0.52832,0.39031,0.86922,-0.003305,-0.005529,0.83654,1.2855,0.52709,0.77852,0.020933,0.096269,0.47701,0
899,0.1878,0.31368,0.2938,0.33483,1.1187,0.8836,0.15361,3.1879,0.11524,1.2936,0.09102,0.44012,0.53634,0.85109,1.2906,0.67214,0.10009,0.75881,0.23803,2.1581,0.58092,0.11536,0.40242,0.032512,0.82224,1.243,0.15885,0.07699,1.7945,0.1459,1.227,1.329,0.10612,0.35015,0.083131,0
900,0.087498,0.40078,0.41611,0.20575,1.4455,0.25139,0.071552,2.4951,0.06053,1.1769,0.06053,0.16207,0.40315,0.25807,61.813,1.7644,0.22072,3.3954,0.084694,1.4455,0.65194,0.058591,0.23733,0.1274,0.46298,1.6525,0.073003,0.050503,1.9067,0.25577,2.5408,2.7644,0.058591,0.14602,0.087993,0
907,0.025031,0.71716,0.22354,0.0,2.4025,0.050738,0.014784,1.3944,0.013445,1.0436,0.010419,0.17181,0.26106,0.039387,1.7016,1.5988,0.27316,3.1416,0.14941,2.4025,0.36335,0.062191,0.11175,0.31635,0.058897,0.68356,0.069134,0.028776,1.1994,0.28257,2.023,2.5988,0.062191,0.0885,0.28465,0
909,0.058543,0.81571,-0.026512,0.11033,1.0701,0.10982,0.062888,1.2259,0.047602,1.6528,0.037341,0.1404,0.1675,0.10115,0.70664,-0.076422,0.49836,0.12692,0.10353,1.6033,0.30361,0.066037,0.079643,0.21034,0.25796,0.62704,0.079568,0.050751,0.80063,0.46385,0.48282,0.87518,0.065482,0.34951,0.81263,0
910,0.21638,0.30387,0.40209,0.66722,1.129,0.98297,0.13961,3.2909,0.1204,1.2818,0.09524,0.78202,0.67208,0.8557,1.2773,1.258,0.072317,0.84586,0.25703,2.3008,0.69766,0.11313,0.57609,0.033226,0.82101,1.4978,0.21339,0.093924,2.2391,0.13829,2.1028,2.1828,0.11426,0.32196,0.038055,0
913,0.088094,1.4186,-0.29511,0.23447,1.0208,0.070895,0.033231,0.70493,0.027367,1.3718,0.027367,0.19402,-0.41857,0.075406,0.27544,-5.6197,0.38033,0.061231,0.086861,3.2945,-0.2426,0.026984,0.1626,0.44108,0.3143,0.53694,0.067985,0.02112,0.66791,0.39404,-7.9707,-4.6197,0.020358,-0.21046,-0.42042,0
914,0.10267,0.69352,0.28132,0.20582,1.0276,0.19281,0.050095,1.4419,0.042102,0.99267,0.034819,0.25627,0.30648,0.18202,0.32917,0.25904499999999997,0.21319,0.13619,0.094448,3.0092,0.35615,0.032032,0.10221,0.1932,0.18643,0.58164,0.070881,0.024039,1.334,0.22439,4.0953,4.7592,0.026896,0.33499,0.1621,0
915,0.16942,0.61991,0.30991,0.35342,1.1408,0.41205,0.12451,1.6131,0.10845,1.3315,0.087332,0.4265,0.38009,0.32355,1.2735,1.7266,0.19828,0.34934,0.21656,1.9518,0.4894,0.11163,0.63092,0.082277,2.7599,1.4867,0.18541,0.095574,1.3236,0.30026,2.1176,2.7266,0.12344,0.44573,0.28759,0
920,0.037687,0.71953,0.093972,0.0,2.0213,0.055261,0.048538,1.3898,0.019037,0.93373,0.018645,0.085982,0.27121,0.13525,1.4832,0.44813,0.34242,2.7004,0.078286,2.0213,0.28079,0.038731,0.046099,0.16236,0.12045,0.68561,0.028463,0.014082,1.0983,0.35838,1.3375,1.339,0.038731,0.13437,0.001142,0
923,0.22154,0.6847,0.10239,0.27656,1.1088,0.33569,0.10901,1.4605,0.09762,1.7491,0.09762,0.27656,0.3153,0.3613,1.1114,0.43086,0.21654,0.33223,0.22748,2.2994,0.34004,0.10024,0.29606,0.088864,1.8153,0.97022,0.20164,0.088851,1.1134,0.32244,1.3267,1.4309,0.098125,0.70265,0.078485,0
925,0.16062,0.65971,0.005203,0.0,2.6131,0.32324,0.092103,1.5158,0.07878,1.213,0.061467,0.29627,0.33148,0.29624,3.3455,0.014536,0.22,3.5908,0.24417,2.6131,0.35809,0.093443,0.13664,0.079471,0.71612,0.65599,0.20708,0.079249,0.97325,0.26884,0.95069,1.0004,0.093443,0.472,0.052313,0
926,0.099928,0.44093,0.33827,0.31656,1.0843,0.42652,0.080233,2.2679,0.062403,1.197,0.046682,0.40957,0.45277,0.31319,0.79447,0.9705,0.14949,0.35573,0.15685,2.1495,0.58051,0.073274,0.39705,0.074333,0.4692,1.4001,0.11868,0.055444,1.4775,0.15863,1.299,1.6655,0.077708,0.2207,0.28214,0
927,0.13565,0.35765,0.19703,0.37159,1.1492,0.6704,0.17969,2.796,0.1204,1.0239,0.09619,0.46307,0.63309,0.61304,1.5667,0.35844,0.24036,0.53753,0.19225,1.4232,0.73748,0.13633,0.078764,0.042625,1.1911,1.3283,0.10864,0.077038,1.259,0.20639,1.1517,1.3416,0.12985,0.21426,0.1649,0
934,0.083164,0.39525,0.1936,0.21047,1.0552,0.27946,0.078436,2.53,0.051604,1.4016,0.040385,0.26783,0.51531,0.35021,0.57192,0.45433,0.1867,0.28238,0.11161,2.066,0.53029,0.054198,0.028337,0.077875,0.3226,0.83119,0.056355,0.027366,1.4519,0.19486,1.2093,1.2444,0.052356,0.16139,0.029084,0
935,0.19091,0.41289,0.24905,0.38974,1.1378,0.69887,0.11884,2.422,0.10826,1.3227,0.084915,0.50135,0.52032,0.52,1.2864,0.61847,0.1133,0.61562,0.25418,2.2668,0.58495,0.11306,0.57214,0.048833,1.6885,1.3905,0.23039,0.10248,1.4467,0.17625,1.2921,1.4526,0.12111,0.3669,0.12421,0
936,0.34233,0.31103,0.25189,0.63194,1.0848,1.2031,0.094037,3.2151,0.081118,1.5468,0.081118,0.63194,0.63973,1.2759,0.85545,0.54335,0.067653,1.07,0.3328,4.2715,0.66623,0.078861,0.12269,0.026401,0.82616,0.42897,0.27828,0.065941,1.7247,0.073138,1.38,1.4371,0.07814,0.53511,0.041416,0
940,0.20671,0.33914,0.12496,0.41439,1.1344,0.85774,0.12701,2.9486,0.1154,1.2299,0.094238,0.50974,0.65902,0.68459,1.3448,0.21547,0.10558,0.76671,0.26002,2.1974,0.70306,0.11855,0.37002,0.039055,1.8019,1.0347,0.23456,0.10694,1.2386,0.15262,1.1364,1.2123,0.11846,0.31365,0.066815,0
942,0.012653,0.65967,-0.032577,0.0,2.5462,0.034863,0.02888,1.5159,0.007669,1.5219,0.004969,0.073035,0.31902,0.10105,1.8774,-0.068945,0.25901,3.7639,0.063275,2.5462,0.43182,0.024851,0.008086,0.24057,0.064703,0.59268,-0.016614,-0.006525,0.79963,0.22557,0.72026,0.9139,0.024851,0.037178,0.26884,0
944,0.22159,0.24987,0.47978,0.058999,1.3344,1.2004,0.21756,4.0021,0.20453,1.2826,0.16607,0.45268,0.69455,0.95645,14.649,1.6383,0.18726,4.2788,0.26523,1.3344,0.77062,0.19877,0.099484,0.028786,0.3995,0.67058,0.25456,0.19077,2.8301,0.21265,2.5614,2.6313,0.19877,0.29541,0.027308,0
945,0.29117,0.20038,0.60705,0.0,1.9798,1.8278,0.1619,4.9906,0.14707,1.2847,0.14707,0.55152,0.74331,1.5997,2966.4,0.25904499999999997,0.057094,8.422,0.2922,1.9798,0.81599,0.14759,0.55473,0.020978,1.2655,3.3664,0.25965,0.13115,3.8245,0.094394,3.4223,3.4923,0.14759,0.36413,0.020468,0
946,0.011639,0.34371,0.028446,-0.23909,1.5664,0.061264,0.038446,2.9094,0.011552,0.53461,0.00743,0.044502,0.36967,0.15643,1.5341,0.042068,0.20367,4.4271,0.044754,1.5664,0.6655,0.028571,0.085905,0.12812,0.06802,0.51699,0.005174,0.003303,0.94212,0.19411,0.97058,0.98419,0.028572,0.017735,0.01403,0
949,0.000858,0.85791,-0.009526,-0.002971,4.1586,0.023267,0.016216,1.1656,0.004022,1.0415,0.000206,0.1362,0.04065,0.060113,1.1445,-0.032768,0.20603,4.7298,0.10091,4.1586,0.18692,0.024266,0.007219,0.23636,0.002821,0.56351,0.019565,0.004705,0.82677,0.17715,0.48877,0.643,0.024266,0.00604,0.31555,0
952,0.067332,0.82614,0.099772,0.0,3.4954,0.1433,0.035412,1.2104,0.02461,1.5698,0.019263,0.097036,0.15203,0.1272,4.2189,0.33266,0.23635,4.1154,0.09553,3.4954,0.31308,0.02733,0.070575,0.18881,0.52142,0.95109,0.070341,0.020124,0.84741,0.17657,0.57969,1.0439,0.02733,0.38728,0.80078,0
954,0.062973,0.80734,0.027716,0.0,1.7158,0.11226,0.047299,1.2386,0.036702,1.4119,0.036702,0.087949,0.14612,0.10052,0.0,0.067385,0.4647,1.8343,0.086165,1.7158,0.28406,0.050218,0.02493,1.48,0.37813,0.75253,-0.018184,-0.010598,0.72917,0.3788,0.46841,0.69061,0.1369,0.32686,0.47438,0
955,0.010987,0.63484,0.057333,0.0,1.6007,0.026425,0.031385,1.5752,0.009953,1.0468,0.006864,0.052102,0.14423,0.071343,1.4577,0.16874,0.39445,2.4949,0.016797,1.6007,0.37978,0.010494,0.0105,0.35896,0.022168,0.27302,-0.009657,-0.006033,1.04,0.38065,1.0747,1.1177,0.010494,0.030088,0.040049,0
958,0.090899,0.42219,0.42654,0.0,2.2528,0.29406,0.073284,2.3686,0.053975,1.0917,0.04035,0.25734,0.35986,0.31833,2.0559,0.25904499999999997,0.17394,4.9916,0.14539,2.2528,0.5865,0.064539,0.076616,0.065258,0.20832,0.97631,0.12866,0.05711,1.9897,0.19621,3.6122,3.6665,0.064539,0.15732,0.015039,0
959,0.46674,0.46622,0.24847,0.0,2.2456,1.6407,0.28008,2.1449,0.26044,2.2588,0.20785,0.60315,0.49468,1.0957,54.25,0.62891,0.20762,3.479,0.6236,2.2456,0.6365,0.2777,0.20791,0.024318,60.452,1.6754,0.55082,0.24529,1.2975,0.21977,1.3511,1.6111,0.2777,0.87439,0.19244,0
961,0.042621,0.54766,0.051115,0.0,1.7017,0.10649,0.062542,1.8259,0.031416,1.051,0.025046,0.138,0.32824,0.17454,4.9713,0.11439,0.28517,3.1268,-0.010753,1.7017,0.48856,-0.006319,0.12591,0.15227,0.25036,0.76272,0.013954,0.0082,1.01,0.29317,1.0123,1.0933,-0.006319,0.094224,0.080068,0
964,0.10876,0.68682,-0.08675,0.0,2.1526,0.2427,0.07471,1.456,0.064961,1.8,0.050526,0.16397,0.1316,0.18891,9.9962,-0.1699,0.31479,2.888,0.16903,2.1526,0.41507,0.078527,0.031272,0.12992,0.53434,0.49616,0.13425,0.062365,0.71258,0.29047,0.61337,0.81294,0.078527,0.34728,0.32537,0
968,0.17248,0.44783,0.31877,0.28569,1.0854,0.49022,0.1003,2.233,0.083733,1.5423,0.066531,0.36271,0.52819,0.48107,0.88782,1.337,0.07397,0.47352,0.21205,2.6193,0.53321,0.081796,0.58161,0.057736,0.93675,1.3041,0.1691,0.065227,1.7006,0.18539,2.2154,2.2364,0.078687,0.32655,0.009493,0
972,0.062054,0.82317,-0.075494,0.098109,1.1367,0.12861,0.10373,1.2148,0.074735,1.4669,0.062207,0.12448,0.11699,0.11053,1.4115,-0.15226,0.80017,0.15048,0.12387,1.0109,0.3605,0.12417,0.043058,0.17712,0.19911,0.3321,0.094942,0.095176,0.61247,0.6605,0.23595,0.72707,0.12024,0.53041,2.0814,0
974,0.039063,0.77873,0.002538,0.14921,1.0654,0.11133,0.071056,1.2841,0.034287,1.2347,0.021704,0.20512,0.20275,0.13514,0.64557,0.005727,0.41668,0.14004,0.10906,1.8113,0.42717,0.060593,0.061471,0.1461,0.26047,0.73402,0.042878,0.023824,0.71507,0.32813,0.45752,0.96394,0.061403,0.19267,1.1069,0
975,0.36793,0.3066,0.39475,0.66158,1.258,1.9002,0.27336,3.2616,0.22976,1.4128,0.18431,0.75234,0.55625,1.4839,2.8718,1.0849,0.056198,1.4863,0.45571,2.0726,0.62146,0.22827,0.86789,0.018572,3.6778,2.2209,0.36868,0.18468,2.0748,0.15212,1.5288,1.708,0.20511,0.66146,0.11723,0
977,0.05375,0.72654,0.11501,0.22683,1.069,0.15842,0.061962,1.3764,0.050602,1.6614,0.026358,0.33247,0.25594,0.10587,0.55457,0.49227,0.33121,0.1456,0.10579,2.0971,0.33114,0.051875,0.55013,0.18523,15.118,1.1711,0.08262,0.040515,1.0548,0.34146,1.0955,1.4173,0.064576,0.21001,0.29378,0
980,0.077367,0.79631,-0.020085,0.0,2.2745,0.194,0.079335,1.2558,0.048272,1.7038,0.034014,0.15948,0.1265,0.18588,4.8167,-0.044229,0.34772,2.6966,0.12723,2.2745,0.40782,0.055936,0.013818,0.13044,0.39937,0.62223,0.06218,0.027338,0.68552,0.26357,0.44854,0.89806,0.055936,0.37983,1.0022,0
983,0.10569,0.46106,0.35658,0.3668,1.1035,0.33863,0.092006,2.1689,0.070572,1.3457,0.055684,0.45868,0.52806,0.31746,0.89855,1.4387,0.2357,0.33522,0.15456,1.9144,0.59356,0.08143,0.061145,0.07764,0.26097,0.87763,0.11388,0.059996,1.6313,0.22997,2.1305,2.3948,0.093765,0.20015,0.12404,0
985,0.056677,0.80724,0.23587,0.0,1.1645,0.37217,0.14556,1.2388,0.052693,1.3262,0.048671,0.16783,0.18561,0.20418,794.68,0.39359,0.5976,1.4657,-0.018715,1.1645,0.80871,-0.016071,0.7021,0.16552,0.42367,1.6192,-0.053723,-0.046134,0.49643,0.13934,0.32166,1.3495,-0.016071,0.29403,0.1599,0
988,0.12024,0.3874,0.27183,0.19781,1.1246,0.79748,0.17145,2.5813,0.10182,1.2456,0.081478,0.25075,0.55506,0.57558,1.2634,0.50361,0.15413,0.42792,0.16578,1.4957,0.75405,0.11234,0.85127,0.047432,0.86949,1.7088,0.063034,0.042715,1.188,0.14359,1.0283,1.397,0.11082,0.21662,0.3585,0
989,0.049245,1.4751,-0.29184,-0.53746,2.6726,0.041474,0.025665,0.67792,0.018426,1.6162,0.018426,0.015888,-0.48822,0.046501,3.4762,-2.7936,0.5437,1.7651,0.068938,2.6726,-0.18737,0.025794,0.019358,0.56762,0.18969,0.53557,0.047928,0.017933,0.6071,0.45604,-4.5478,-1.7936,0.025794,-0.10365,-0.60561,0
990,0.24816,0.70839,0.058667,0.25128,1.0166,0.53962,0.24391,1.4117,0.22902,1.0539,0.18149,0.32167,0.25591,0.37907,2.4898,0.16251,0.51445,0.47274,0.33488,1.7425,0.38397,0.24491,0.058713,0.065558,0.96954,0.66003,0.31452,0.23001,0.90204,0.43147,0.70889,1.0636,0.016357,0.96971,0.5004,0
991,0.22685,0.38834,0.20018,0.4554,1.132,0.91971,0.14597,2.575,0.11691,1.2644,0.093267,0.56536,0.61166,0.76623,1.3135,0.408,0.10915,0.72677,0.28224,2.4463,0.69083,0.11604,0.43532,0.036174,0.96272,0.88532,0.21153,0.086968,1.3116,0.14389,1.2466,1.408,0.11659,0.37088,0.12944,0
994,0.12586,0.71767,0.061934,0.0,1.8978,0.24642,0.099577,1.3934,0.083161,1.6227,0.066319,0.18503,0.252,0.21878,8.5749,0.20809,0.36338,2.435,0.15023,1.8978,0.34989,0.07916,0.091692,0.12912,0.24083,0.28072,0.12296,0.064792,0.9787,0.36648,0.94863,1.1756,0.07916,0.44577,0.23927,0
996,0.24566,0.58071,0.35435,0.62771,1.2453,0.71508,0.21316,1.722,0.19017,1.0,0.1498,0.79066,0.38213,0.48796,2.4813,1.6912,0.1937,0.56271,0.32677,1.6484,0.52672,0.19926,0.60894,0.052381,0.75077,1.0622,0.28907,0.17627,1.3612,0.33116,1.8237,2.5138,0.19695,0.64287,0.37838,0
1001,0.082521,0.55739,0.042084,0.17482,1.0938,0.19269,0.069718,1.7941,0.05162,1.2963,0.05162,0.17482,0.43762,0.19996,0.9089,0.079457,0.34391,0.23832,0.13284,1.6019,0.56674,0.083095,0.018803,0.11328,0.4494,0.6695,0.10391,0.064996,0.84385,0.29302,0.82625,1.07,0.085766,0.18857,0.29505,0
1002,0.21439,0.06505,0.73327,0.0,1.278,0.20429,0.18936,15.373,0.16784,0.90312,0.16775,0.50734,0.21439,0.22617500000000001,15.628,0.25904499999999997,-0.41877,16.444,0.20832,1.278,0.95092,0.163,0.108595,0.009291,3.3255,14.66,0.17836,0.13956,12.025,0.045772,4.2934,4.3667,0.163,0.2293,0.017082,0
1007,0.075884,0.39182,-0.000714,0.14075,1.1016,0.28764,0.14108,2.5522,0.094261,1.0932,0.07522,0.17807,0.45865,0.31421,1.1082,-0.001065,0.37159,0.25903,0.10149,1.0523,0.51987,0.1006,0.10427,0.086617,0.53,0.56476,0.054263,0.053789,0.84193,0.36099,0.68443,0.77579,0.092195,0.16545,0.13348,0
1008,0.22585,0.48302,0.37558,0.0,2.629,0.74159,0.10897,2.0703,0.085908,1.1109,0.085908,0.31474,0.48867,0.59309,19.372,1.1742,0.16903,4.9326,0.24649,2.629,0.6616,0.093757,0.19205,0.054755,4.4355,2.066,0.1728,0.065729,1.4081,0.12783,1.6162,2.0684,0.093757,0.43687,0.27974,0
1014,0.06322,0.71328,-0.084677,0.10599,2.3666,0.091879,0.28283,1.402,0.026713,1.0852,0.026713,0.11088,0.17425,0.93842,0.0,-0.21359,0.29098,1.8464,0.00144,2.3666,0.30372,0.000608,0.042486,0.039225,0.33283,0.60088,-0.60613,-0.25612,0.84595,0.52247,0.72321,0.76607,0.44353,0.22049,0.059267,0
1017,0.09593,0.6173,0.2087,0.0,1.6271,0.23195,0.35572,1.62,0.058959,1.5236,0.058959,0.18295,0.37564,0.93761,5.8196,0.55252,0.36787,1.2787,0.014264,1.6271,0.57924,0.008767,0.080123,0.04253,0.45533,0.9952,-0.48189,-0.29618,1.0081,0.52396,1.0132,1.5335,0.51486,0.25066,0.51354,0
1018,0.17453,0.71421,0.101,0.31509,1.0676,0.39199,0.074471,1.4001,0.061793,1.168,0.049058,0.39529,0.28579,0.30751,0.71053,0.29864,0.17817,0.33152,0.23677,3.6658,0.4392,0.066555,0.15442,0.083302,0.76751,0.77462,0.19167,0.053876,0.92662,0.16829,0.84503,1.2986,0.063308,0.61069,0.5368,0
1021,0.13336,0.41308,0.44721,-1.6e-05,1.3982,0.66217,0.14411,2.4208,0.11114,0.99488,0.09538,0.37805,0.5499,0.43442,9.1886,1.4058,0.075192,3.2058,0.1382,1.3982,0.59269,0.098848,1.3233,0.076509,0.6968,2.0901,0.087787,0.062787,1.6507,0.17722,1.845,1.8632,0.098848,0.22722,0.009832,0
1022,-0.088405,0.65355,0.007465,-0.058112,2.2097,-0.15161,0.095965,1.5301,-0.040008,1.2704,-0.040008,-0.045002,-0.14652,0.32446,0.0,0.018232,0.29116,2.8984,0.058437,2.2097,0.40063,0.026446,0.019058,0.072507,-0.19445,0.23308,-0.30046,-0.13597,0.90361,0.30782,0.84614,0.97847,0.14275,-0.25518,0.1564,0
1025,0.065631,0.35109,0.46084,0.0,1.5607,0.33113,0.077501,2.8483,0.042051,0.98441,0.042051,0.20775,0.64854,0.34453,2.3932,1.3516,0.057981,4.2932,0.053439,1.5607,0.73443,0.03424,1.3314,0.082589,0.36309,2.4131,0.031046,0.019892,1.8771,0.1315,1.9032,2.154,0.03424,0.10114,0.13179,0
1027,0.24127,0.16303,0.27213,0.30236,1.1973,2.2492,0.19621,6.1337,0.15438,1.7239,0.11914,0.39927,0.79017,1.9996,1.9237,0.46212,0.056948,1.9958,0.32539,2.0401,0.81421,0.16068,0.58718,0.01307,1.1881,1.4968,0.24066,0.11884,2.5217,0.082176,1.3418,1.3826,0.16477,0.30534,0.030421,0
1035,0.14668,0.58781,0.21313,0.0,2.3508,0.34096,0.099899,1.7012,0.077564,1.1692,0.062395,0.21635,0.30407,0.33887,4.4632,0.84549,0.12889,3.5697,0.25254,2.3508,0.41698,0.10743,0.53757,0.068753,0.53969,0.89032,0.17997,0.076556,1.2724,0.25486,1.6351,1.6541,0.10743,0.35585,0.011617,0
1036,0.084389,0.28076,0.42924,0.42191,1.0556,0.41712,0.077491,3.5618,0.044612,0.8101,0.034779,0.53157,0.70624,0.58473,0.59228,1.3791,0.076974,0.48491,0.13614,2.4472,0.72749,0.056107,0.36258,0.042749,0.24691,1.337,0.056362,0.023228,2.4532,0.1129,2.2691,2.3373,0.052701,0.11949,0.030082,0
1037,0.001273,0.95401,-0.011955,0.020964,1.0136,0.004439,0.020487,1.0482,0.003552,0.97533,0.001087,0.030031,0.033591,0.022126,0.11987,-0.15988,0.81208,0.01452,0.013852,1.1725,0.050418,0.011827,0.00333,0.93104,0.001951,0.29106,-0.005983,-0.005108,0.96983,0.81101,0.44922,0.67425,0.013382,0.03789,0.50093,0
1038,0.15191,0.76503,0.11447,0.23875,1.1021,0.26725,0.099699,1.3071,0.094174,1.1454499999999999,0.073074,0.29061,0.23497,0.21358,0.9959,0.74835,0.36436,0.24555,0.18786,2.0977,0.26744,0.090364,0.026535,0.12617,0.61406,0.81856,0.17637,0.084839,1.1072,0.38836,1.5361,1.7483,0.092635,0.64652,0.1382,0
1039,0.023721,0.66133,-0.01589,0.10493,1.0609,0.085955,0.049413,1.5121,0.02236,1.3694,0.014161,0.14253,0.27402,0.10439,0.494,-0.027391,0.39183,0.11795,0.078002,1.699,0.49959,0.046565,0.029256,0.17631,0.13965,0.57375,0.032686,0.019513,0.6349,0.27598,0.47235,0.86117,0.057391,0.086567,0.82317,0
1042,0.07505,0.3857,0.14973,0.10995,1.0749,0.30118,0.079349,2.5927,0.054394,1.0292,0.040945,0.15311,0.6143,0.31317,0.65224,0.28836,0.13821,0.28835,0.11122,1.8395,0.66896,0.060677,0.41965,0.080789,5.0062,1.407,0.065477,0.035722,1.2465,0.19414,1.1831,1.2884,0.069708,0.12217,0.088985,0
1051,0.015244,0.3156,0.26139,0.036885,1.0053,0.064352,0.078396,3.1686,0.024382,1.0952,0.022064,0.040472,0.66536,0.16654,0.40051,0.54816,0.45636,0.087211,0.027524,0.72463,0.71919,0.039839,0.065598,0.16002,0.039789,0.535,-0.009793,-0.014175,1.6577,0.38091,1.3953,1.5082,0.00529,0.02291,0.080908,0
1053,0.32739,0.44564,0.29929,0.0,3.275,0.75908,0.10752,2.244,0.099966,1.4098,0.099966,0.54056,0.45957,0.79019,26.736,1.1109,0.13276,6.6025,0.33265,3.275,0.55867,0.10157,0.026732,0.041139,3.8038,1.4944,0.31158,0.095141,1.6394,0.14658,2.0576,2.0736,0.10157,0.59057,0.007773,0
1058,-0.058612,0.29236,0.17359,-0.049943,0.94825,-0.21346,-0.029587,3.4204,-0.04757,1.8156,-0.045243,-0.044913,0.50706,-0.12079,-0.44827,0.32284,0.20346,-0.20947,-0.061242,1.3281,0.51073,-0.047273,0.52977,-0.25331,-0.56123,1.2396,-0.084539,-0.065257,1.5812,0.21132,0.943,0.94982,-0.054573,-0.11559,0.007233,0
1059,0.10649,0.49847,0.12989,0.18861,1.106,0.28303,0.12443,2.0061,0.095466,1.2963,0.072908,0.24947,0.43512,0.29849,1.0887,0.34411,0.21716,0.28845,0.14379,1.4881,0.44094,0.098444,0.38058,0.088067,0.94813,1.0357,0.10148,0.069481,1.2489,0.37304,1.1528,1.1682,0.095801,0.24473,0.013368,0
1060,0.057731,0.88336,-0.094937,0.0,2.2161,0.085467,0.049525,1.132,0.031733,0.67078,0.026051,0.14545,0.089362,0.10999,2.28,-0.3489,0.38999,2.4151,0.082715,2.2161,0.17567,0.037324,0.023621,0.30831,0.57649,0.76292,0.016648,0.007512,0.82401,0.38569,0.42866,0.6456,0.037324,0.49496,0.5061,0
1064,0.010651,0.42346,0.15015,0.0,1.3768,0.039597,0.040001,2.3615,0.007736,1.0826,0.007736,-0.002313,0.53083,0.13006,0.0,0.2585,0.26522,2.8107,0.045187,1.3768,0.57743,0.032821,0.22791,0.31775,0.069492,0.9884,-0.044422,-0.032265,0.98982,0.22601,0.99258,0.9941,0.13552,0.018474,0.001538,0
1065,0.10292,0.21607,0.34456,0.0,1.5059,1.3943,0.17559,4.6282,0.091403,1.1367,0.068345,0.25778,0.40271,1.0631,16.975,0.61892,0.1289,6.1797,0.17064,1.5059,0.80044,0.11332,0.68669,0.027893,0.58897,2.7203,0.004661,0.003096,2.0516,0.073934,1.4081,1.4378,0.11332,0.13128,0.02105,0
1068,0.10171,0.2201,0.090627,0.25934,1.1447,0.94148,0.17069,4.5434,0.12507,1.0954,0.10053,0.32206,0.7799,0.67178,1.4043,0.11694,0.19884,0.56391,0.12412,1.0246,0.8656,0.12268,0.22493,0.042498,1.1424,1.0119,0.077965,0.077064,1.0224,0.15207,1.0064,1.1169,0.12639,0.13041,0.10989,0
1069,0.089523,0.40302,0.18991,0.34967,1.0891,0.31404,0.11985,2.4813,0.080713,1.1139,0.063285,0.44051,0.58402,0.35949,1.0457,0.42531,0.2819,0.33699,0.13581,1.4497,0.62347,0.096008,0.031122,0.06931,0.33044,0.77719,0.080455,0.056875,1.3733,0.27992,1.3079,1.3963,0.081845,0.15329,0.067552,0
1071,0.045768,0.57478,0.16309,0.0,0.94881,0.37332,0.14532,1.7398,0.061477,1.1148,0.048238,0.14106,0.045768,0.21803,4.4973,0.23961,0.59401,1.5316,0.068476,0.94881,0.82002,0.07217,0.072825,0.12574,0.43225,1.3661,-0.006719,-0.007082,0.55559,0.17749,0.62473,1.2048,0.07217,0.10763,0.92845,0
